Section,Fonctionnalite,Clenzy_actuel,Hostaway,Guesty,Cible,Evolution_fonctionnelle,Evolution_technique,Multipays_FR_MA_KSA,Composants_Clenzy,Effort,Priorite
9. Reporting & Analytics,Lever le flag analytics-ai (insights IA en prod),"getAiInsights operationnel (prompt + anonymisation + circuit breaker + budget tokens + routeur multi-provider) mais bloque par clenzy.ai.features.analytics-ai=OFF, jamais expose en prod",Pas d'IA analytics narrative native,Copilot (avril 2026) genere des insights narratifs et recommandations,Differenciation,"Activer progressivement les insights IA : panneau d'analyse narrative (tendances, anomalies, recommandations) a cote des KPI, opt-in par org, avec garde-fous budget tokens et fallback si IA indisponible","Passer analytics-ai en enum OFF/SHADOW/ON par org (au lieu d'un booleen global) ; brancher getAiInsights sur le dashboard analytics ; appel LLM hors transaction (deja @CircuitBreaker/@Retry) avec cache des insights par (property, periode) pour limiter le cout ; anonymisation deja en place (AiAnonymizationService)","Le prompt recoit le pays (devise, evenements Hijri, saisonnalite locale) ; insights rendus dans la langue de l'org (FR/EN/AR)","AiAnalyticsService.getAiInsights, AiProperties, AiProviderRouter, AiTokenBudgetService, AiAnonymizationService, dashboard analytics front",M,P1
9. Reporting & Analytics,Forecast de chiffre d'affaires (revenu) + horizon configurable,"getForecast rule-based mais occupation seule (predicted occupancy + score de confiance) sur 30 jours fixes ; le front affiche revenue30d/90d/365d via useAnalyticsEngine cote client, pas de forecast CA serveur ni d'horizon parametrable",Forecast de revenu dans le reporting,Prevision de revenu et pacing natifs,Parite,"Prevoir le CA (pas que l'occupation) sur un horizon choisi (30/90/180/365 j) en croisant occupation prevue, prix resolu PriceEngine et reservations on-the-books (pace), avec bande de confiance et scenarios optimiste/realiste/pessimiste cote serveur","Etendre AiAnalyticsService.getForecast en RevenueForecast : occupancy prevue x prix resolu PriceEngine par jour + reservations confirmees futures (on-the-books) ; parametre horizonDays ; RevenueForecastDto (date, predictedRevenue, occupancy, confidence, lower, upper) ; remonter le calcul scenarios du front (useAnalyticsEngine) vers le service ; BigDecimal compareTo","Forecast CA dans la devise de la propriete (puis consolidation multi-devise pour le portefeuille) ; saisonnalite SEASON_MAP a regionaliser (Hijri/Ramadan pour MA/KSA, pas le profil mediterraneen en dur)","AiAnalyticsService.getForecast, PriceEngine, RevenueForecastDto (a creer), ReservationRepository, useAnalyticsEngine (a deleguer)",M,P1
9. Reporting & Analytics,"Connecteur donnees marche / comps (Key Data, AirDNA)","Aucune donnee marche : le benchmark (AnalyticsBenchmark) est interne au portefeuille de l'org (radar portfolio vs best property), pas de comps quartier, pas d'occupancy marche ni de pace exterieur",Market data / comps exposes (integrations marche),Market data et comps natifs (Market Insights),Parite,"Afficher un competitive set par propriete (prix median quartier, occupancy marche, pace) issu d'un fournisseur marche, en complement du benchmark interne, et alimenter le forecast/recommandations avec ces signaux","MarketDataProvider (interface) + connecteur KeyDataMarketProvider / AirDnaMarketProvider (auth API key, circuit breaker resilience4j comme PriceLabsService) ; cache Redis TTL plusieurs heures ; table market_snapshot (property_id, date, median_price, market_occupancy, source) ; appels HTTP hors transaction ; etat 'donnees indisponibles pour cette zone' plutot que comps inventes","Couverture data forte FR, plus inegale MA/KSA : afficher l'absence de couverture sans fabriquer de comps ; comps exprimes dans la devise du marche puis convertis pour l'affichage","MarketDataProvider (a creer), KeyDataMarketProvider/AirDnaMarketProvider, market_snapshot (Liquibase), cache Redis, AnalyticsBenchmark.tsx",L,P1
9. Reporting & Analytics,Agregation multi-devise et consolidation portefeuille (EUR/MAD/SAR),"Socle present et utilise : ExchangeRate + ExchangeRateProviderService (job @Scheduled MAD/SAR) + CurrencyConverterService.convertToBase, deja consomme par FiscalReportingService pour consolider la TVA ; mais l'analytics revenu/occupation (AiAnalyticsService) somme totalPrice sans conversion ni devise de reporting",Affichage multi-devise basique,Multi-devise avec conversion,Differenciation,"Consolider un portefeuille multi-pays dans une devise de reporting unique (revenu, ADR, RevPAR, marge) avec choix de la devise et taux opposables, sans melanger des EUR/MAD/SAR bruts dans les totaux",Generaliser CurrencyConverterService.convertToBase a tous les agregats analytics (AiAnalyticsService.calculateTotalRevenue/revenueByMonth) : convertir chaque reservation a sa date dans la devise de reporting org ; parametre reportingCurrency ; arrondis par devise (MAD/SAR souvent entiers) sur le modele StripeAmounts.toMinorUnits ; stocker/afficher le taux utilise ; BigDecimal compareTo jamais equals,"EUR (FR), MAD (Maroc), SAR (Arabie Saoudite) ; devise de reporting choisie par l'org ; taux comptables figes a la date de transaction (champ source ExchangeRate)","AiAnalyticsService, CurrencyConverterService, ExchangeRate, RevenueAnalyticsDto (champ reportingCurrency), ReportQueryService",M,P0
9. Reporting & Analytics,Declaration TVA France (CA3) et export FEC,"FiscalReportingService produit un VatSummaryDto (ventilation par taux/categorie, mensuel/trimestriel/annuel, multi-devise) et AccountingExportService genere le FEC (format DGFiP), mais pas de mapping pret-a-deposer vers les cases CA3 ni de pre-remplissage de teledeclaration","Reporting fiscal generique, pas de CA3/FEC FR natif","Reporting fiscal generique, fiscalite locale via integrations tierces",Differenciation,"Produire un dossier TVA FR pret a deposer : ventilation mappee sur les lignes du formulaire CA3 (TVA collectee par taux, TVA deductible, TVA nette), export PDF/CSV + FEC conforme pour le comptable",FranceVatReturnMapper consommant VatSummaryDto -> structure CA3 (cases A/B/F2 etc.) ; reutiliser AccountingExportService pour le FEC ; export PDF via ReportService (iText) et CSV ; FiscalReportingService deja country-aware (tenantContext.getCountryCode) et multi-devise -> brancher le mapper FR derriere une strategie pays,FR : TVA 10% hebergement + taxe de sejour ; declenchee uniquement si country=FR (strategie fiscale par pays),"FranceVatReturnMapper (a creer), FiscalReportingService, VatSummaryDto, AccountingExportService, ReportService, FiscalReportingController",M,P1
9. Reporting & Analytics,Declaration TVA Maroc (releve de deductions / teledeclaration DGI),"VatSummaryDto generique fonctionne pour tout pays (parametre par tenantContext) mais aucun format de declaration TVA marocaine (taux 10% hebergement / 20% standard, releve de deductions, teledeclaration Simpl-TVA)",Non couvert,Non couvert nativement,Differenciation,"Produire la declaration TVA marocaine (mensuelle/trimestrielle) au format attendu par la DGI : ventilation par taux, releve de deductions, identifiant ICE, prete pour la teledeclaration Simpl-TVA","MoroccoVatReturnMapper consommant VatSummaryDto -> format DGI (taux 10/20%, ICE depuis FiscalProfile) ; export PDF/CSV + futur pivot vers l'API Simpl-TVA (cf. e-invoicing MA, projet socle multi-pays) ; resolu par strategie fiscale pays quand country=MA","MA : TVA 10% hebergement / 20% standard, taxe de sejour ~28 MAD/pers/nuit, ICE obligatoire ; periode et fuseau Africa/Casablanca","MoroccoVatReturnMapper (a creer), FiscalReportingService, VatSummaryDto, FiscalProfile (champ ICE), strategie fiscale par pays",M,P2
9. Reporting & Analytics,ZATCA VAT Returns Arabie Saoudite (declaration TVA + reconciliation e-invoicing),VatSummaryDto generique calculable pour KSA mais aucun format de declaration ZATCA ni reconciliation avec les factures Fatoora (clearance/reporting Phase 2 absente cote e-invoicing),Non couvert,Non couvert nativement,Differenciation,"Produire la declaration TVA saoudienne ZATCA (TVA 15%, periodes mensuelle/trimestrielle selon CA) avec reconciliation entre la TVA reportee et les factures effectivement clearees/reportees par Fatoora, prete pour le portail ZATCA","SaudiVatReturnMapper consommant VatSummaryDto -> structure ZATCA VAT return (output/input VAT, taux 15%) + jointure avec l'etat e-invoicing (factures CLEARED/REPORTED, cf. ZatcaFatooraProvider du socle multi-pays) pour signaler les ecarts ; export PDF/CSV ; resolu par strategie fiscale quand country=KSA","KSA : TVA 15%, declaration alignee sur le calendrier ZATCA, fuseau Asia/Riyadh, reconciliation avec les factures Fatoora clearees","SaudiVatReturnMapper (a creer), FiscalReportingService, VatSummaryDto, ZatcaFatooraProvider (socle multi-pays), strategie fiscale par pays",L,P2
9. Reporting & Analytics,"Releve proprietaire multi-pays (PDF, multi-devise, FR/EN/AR)","OwnerStatementService envoie un releve HTML auto-portant par email (differenciateur conciergerie) mais en locale FR figee (Locale.FRANCE en dur), mono-devise implicite, pas de PDF attache ni de version arabe/RTL",Owner reports standard,Owner reports / owner portal natifs,Differenciation,"Produire un releve proprietaire adapte au pays : langue (FR/EN/AR), devise locale, mentions fiscales du pays, en email HTML et en PDF telechargeable archivable, exploitable pour un proprietaire FR, marocain ou saoudien",Parametrer OwnerStatementService par la locale/devise du proprietaire (au lieu de Locale.FRANCE en dur) ; generer un PDF via ReportService (iText) avec BaseFont arabe et rendu RTL pour AR ; montants dans la devise de la propriete/org ; reutiliser EmailHtmlSanitizer/StringUtils.escapeHtml deja en place pour les inputs user,FR/EN/AR + EUR/MAD/SAR ; RTL et police arabe (Tajawal) pour MA/KSA ; mentions fiscales du pays du proprietaire,"OwnerStatementService, ReportService (iText), EmailService, OwnerPayoutRepository, polices arabes iText, i18n",M,P1
9. Reporting & Analytics,"API analytics / connecteur BI (Looker, Power BI, Metabase)","Endpoints analytics existants mais internes (/api/ai/analytics, /api/fiscal-reports) orientes UI, pas d'API analytics documentee pour outils tiers, pas de jeu de donnees exportable programmable ni de connecteur BI",API analytics exposee (acces programmatique aux donnees de reporting),Open API analytics + acces data,Parite,"Exposer une API analytics versionnee (KPI, revenu, occupation, fiscal par periode/propriete/pays) consommable par un outil BI, avec cle API scoped org et pagination, pour brancher Power BI / Looker / Metabase","AnalyticsApiController dedie (/api/v1/analytics, @PreAuthorize hasRole + cle API org), DTO records stables versionnes (jamais d'entite JPA exposee), pagination, rate limiting ; s'appuie sur ReportQueryService (memes agregats que le report builder) ; auth par API key org-scopee (ownership) ; documentation OpenAPI",Filtre/groupement par pays expose ; metriques consolidees multi-devise avec devise de reporting en parametre,"AnalyticsApiController (a creer), ReportQueryService, ApiKey org-scopee, OpenAPI, rate limiting",M,P2
9. Reporting & Analytics,Dashboards composables / widgets sauvegardes par utilisateur,"Dashboards riches mais figes : DashboardOverview/Charts/Planning + ChannelHealthWidget + module analytics (10+ widgets AnalyticsRevenue/Occupancy/Benchmark/Forecasts) en layout code en dur, pas de personnalisation ni de sauvegarde d'agencement par utilisateur",Dashboards configurables (limites),"Dashboards composables (drag widgets, mise en page sauvegardee)",Parite,"Permettre a l'utilisateur de choisir et reordonner les widgets de son dashboard (KPI, revenu, occupation, channel health, marche), masquer ce qui ne le concerne pas, et sauvegarder son agencement cross-devices","Persister l'agencement via user_ui_preferences (key-value JSONB, hook useUserPreference deja en place) plutot qu'un nouveau store ; registre de widgets (id stable, role requis) ; layout serialise (ordre, visibilite, taille) ; les widgets consomment les memes services analytics (pas de logique dupliquee)","Widgets sensibles au pays (selecteur pays, devise de reporting) ; rendu RTL pour AR (logical properties, graphiques RTL-aware)","user_ui_preferences, useUserPreference, registre de widgets (a creer), DashboardOverview/Charts, module analytics, ChannelHealthWidget",M,P2
10. Intégrations & API / IoT,Marketplace self-service avec portail partenaire,"MarketplaceService = catalogue en dur (~12 entrees List<Map>), pas de cycle de vie partenaire, pas d onboarding self-service, install/connect cable au coup par coup","Marketplace ~100+ apps, soumission partenaire encadree",Marketplace 200+ apps + processus de certification partenaire et Open API developer portal,Parite,"Un partenaire soumet son app (manifest, scopes OAuth, webhooks, logo, pricing), elle est revue puis publiee ; un host l installe en un clic depuis un catalogue filtrable par categorie et par pays","Promouvoir IntegrationPartner en entite de listing (manifest JSON, scopes, statut DRAFT/REVIEW/PUBLISHED, country_availability), remplacer le CATALOG statique par une table seedee via Liquibase, ajouter PartnerSubmissionController (workflow de review SUPER_ADMIN) et InstallToken OAuth-scope par org",Tous (FR/MA/KSA) - flag country_availability par app pour masquer une integration hors marche,"service/MarketplaceService.java, controller/MarketplaceController.java, model/IntegrationPartner.java, Liquibase changeset marketplace_listing, PartnerSubmissionController (a creer)",L,P1
